wall_time,session_t,mode,source,outcome,gesture,distance,threshold,threshold_source,runner_up,runner_up_distance,margin_ratio,fired,key,detail,seg_frames,seg_duration,seg_peak_speed,seg_mean_speed,seg_close_reason,session_label
1788624493.933,150.246,LIVE,trajectory,rejected,r,0.6355,0.6000,calibrated(3 samples),,inf,0.0000,False,,distance over threshold,32,1.226,0.2731,0.1099,still,
1788624496.064,152.377,LIVE,trajectory,rejected,r,0.8217,0.6000,calibrated(3 samples),,inf,0.0000,False,,distance over threshold,6,0.526,0.2525,0.1211,hand_lost,
1788624499.551,155.865,LIVE,trajectory,accepted,r,0.0689,0.6000,calibrated(3 samples),,inf,0.0000,True,None,no action mapped in gestures.yaml,15,0.556,1.0991,0.2114,still,
1788624502.047,158.361,LIVE,trajectory,accepted,r,0.5876,0.6000,calibrated(3 samples),,inf,0.0000,True,None,no action mapped in gestures.yaml,33,1.255,0.2321,0.1306,still,
1788624504.212,160.526,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.35<0.55),6,0.493,0.1056,0.0644,hand_lost,
1788624512.267,168.581,LIVE,trajectory,accepted,r,0.2048,0.6000,calibrated(3 samples),,inf,0.0000,True,None,no action mapped in gestures.yaml,12,0.446,0.7413,0.1388,still,
1788624515.760,172.073,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.38<0.55),7,0.524,0.1080,0.0587,hand_lost,
1788624522.918,179.232,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.35<0.55),9,0.323,0.1618,0.0392,still,
1788624527.685,183.998,LIVE,trajectory,accepted,r,0.5518,0.6000,calibrated(3 samples),,inf,0.0000,True,None,no action mapped in gestures.yaml,46,1.793,0.1278,0.0850,still,
1788624529.614,185.928,LIVE,trajectory,accepted,r,0.5288,0.6000,calibrated(3 samples),,inf,0.0000,True,None,no action mapped in gestures.yaml,9,0.591,0.2659,0.1055,hand_lost,
1788625291.201,53.924,LIVE,trajectory,rejected,swpr,1.0069,0.4200,default(1 sample),,inf,0.0000,False,,distance over threshold,19,1.661,1.0525,0.2210,hand_lost,
1788625292.403,55.126,LIVE,trajectory,accepted,swpr,0.0635,0.4200,default(1 sample),,inf,0.0000,True,None,no action mapped in gestures.yaml,6,0.796,0.5921,0.1921,hand_lost,
1788625295.619,58.342,LIVE,trajectory,rejected,swpr,1.5854,0.4200,default(1 sample),,inf,0.0000,False,,distance over threshold,13,0.801,1.0329,0.1755,still,
1788625296.883,59.605,LIVE,trajectory,accepted,swpr,0.0363,0.4200,default(1 sample),,inf,0.0000,True,None,no action mapped in gestures.yaml,11,1.133,0.3083,0.1639,hand_lost,
1788625301.024,63.747,LIVE,trajectory,rejected,swpr,0.4831,0.4200,default(1 sample),,inf,0.0000,False,,distance over threshold,33,2.141,0.5575,0.1483,still,
1788625303.696,66.418,LIVE,trajectory,rejected,swpr,1.5774,0.4200,default(1 sample),,inf,0.0000,False,,distance over threshold,13,0.799,1.3293,0.2280,still,
1788626027.502,65.214,LIVE,trajectory,rejected,swiper,0.6897,0.4200,default(1 sample),swpr,0.7355,0.9378,False,,distance over threshold,39,2.669,0.9299,0.1711,hand_lost,
1788626028.252,65.963,LIVE,trajectory,accepted,swiper,0.3477,0.4200,default(1 sample),swpr,1.5824,0.2197,True,None,no action mapped in gestures.yaml,11,0.576,0.8291,0.1613,still,
1788626030.455,68.166,LIVE,trajectory,accepted,swpr,0.1671,0.4200,default(1 sample),swiper,1.2168,0.1374,True,None,no action mapped in gestures.yaml,30,2.072,0.2650,0.1473,hand_lost,
1788626031.332,69.044,LIVE,trajectory,accepted,swiper,0.3101,0.4200,default(1 sample),swpr,1.5317,0.2024,True,None,no action mapped in gestures.yaml,12,0.649,0.9114,0.1633,still,
1788626034.238,71.949,LIVE,trajectory,rejected,swiper,0.6912,0.4200,default(1 sample),swpr,0.7263,0.9518,False,,distance over threshold,49,2.842,0.3788,0.1459,still,
1788626036.353,74.064,LIVE,trajectory,accepted,swpr,0.2144,0.4200,default(1 sample),swiper,1.1864,0.1807,True,None,no action mapped in gestures.yaml,29,2.057,0.3190,0.1467,hand_lost,
1788626040.491,78.202,LIVE,trajectory,segment_rejected,,,,,,,,,,too_short(3f<4f),3,0.527,0.6217,0.3275,hand_lost,
1788626041.951,79.663,LIVE,trajectory,rejected,swiper,0.4935,0.4200,default(1 sample),swpr,1.5067,0.3275,False,,distance over threshold,11,0.599,0.4442,0.0864,still,
1788626043.674,81.386,LIVE,trajectory,accepted,swpr,0.0915,0.4200,default(1 sample),swiper,1.3653,0.0670,True,None,no action mapped in gestures.yaml,18,1.421,0.3294,0.1714,hand_lost,
1788626046.442,84.153,LIVE,trajectory,accepted,swiper,0.2419,0.4200,default(1 sample),swpr,1.5560,0.1554,True,None,no action mapped in gestures.yaml,10,0.532,0.4608,0.0879,still,
1788626048.411,86.122,LIVE,trajectory,accepted,swpr,0.1523,0.4200,default(1 sample),swiper,1.3104,0.1162,True,None,no action mapped in gestures.yaml,23,1.724,0.2861,0.1330,hand_lost,
1788626049.693,87.405,LIVE,trajectory,accepted,swiper,0.1107,0.4200,default(1 sample),swpr,1.4129,0.0784,True,None,no action mapped in gestures.yaml,10,0.528,0.5924,0.1127,still,
1788626050.983,88.695,LIVE,trajectory,accepted,swpr,0.0923,0.4200,default(1 sample),swiper,1.3451,0.0687,True,None,no action mapped in gestures.yaml,13,1.101,0.3337,0.1905,hand_lost,
1788626069.780,107.491,LIVE,trajectory,accepted,swiper,0.1855,0.4200,default(1 sample),swpr,1.5291,0.1213,True,None,no action mapped in gestures.yaml,11,0.593,0.3127,0.0633,still,
1788626072.112,109.823,LIVE,trajectory,accepted,swpr,0.3154,0.4200,default(1 sample),swiper,1.0820,0.2915,True,None,no action mapped in gestures.yaml,29,2.092,0.2648,0.1189,hand_lost,
1788626074.923,112.634,LIVE,trajectory,rejected,swpr,0.7200,0.4200,default(1 sample),swiper,0.7450,0.9665,False,,distance over threshold,38,2.678,0.4705,0.1423,hand_lost,
1788626084.327,122.038,LIVE,trajectory,accepted,swiper,0.2974,0.4200,default(1 sample),swpr,1.4627,0.2033,True,None,no action mapped in gestures.yaml,12,0.687,0.5956,0.1026,still,
1788626085.570,123.281,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.32<0.55),10,0.513,0.0724,0.0338,still,
1788626086.105,123.816,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.23<0.55),9,0.467,0.0627,0.0280,still,
1788626086.860,124.572,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.48<0.55),11,0.580,0.1221,0.0471,still,
1788626089.887,127.598,LIVE,trajectory,rejected,swpr,0.6340,0.4200,default(1 sample),swiper,1.2023,0.5273,False,,distance over threshold,9,0.466,0.2464,0.0624,still,
1788626091.976,129.687,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.26<0.55),4,0.623,0.1559,0.0668,hand_lost,
1788626094.770,132.482,LIVE,trajectory,rejected,swiper,0.8081,0.4200,default(1 sample),swpr,1.1671,0.6924,False,,distance over threshold,11,0.597,0.1763,0.0625,still,
1788626097.167,134.879,LIVE,trajectory,accepted,swpr,0.1025,0.4200,default(1 sample),swiper,1.3722,0.0747,True,None,no action mapped in gestures.yaml,8,0.816,0.3952,0.2281,hand_lost,
1788626098.927,136.639,LIVE,trajectory,accepted,swiper,0.3561,0.4200,default(1 sample),swpr,1.4913,0.2388,True,None,no action mapped in gestures.yaml,11,0.578,0.4789,0.0952,still,
1788626100.054,137.766,LIVE,trajectory,accepted,swpr,0.0335,0.4200,default(1 sample),swiper,1.3553,0.0247,True,None,no action mapped in gestures.yaml,11,0.996,0.3168,0.2125,hand_lost,
1788626102.623,140.334,LIVE,trajectory,rejected,swiper,0.4804,0.4200,default(1 sample),swpr,0.9579,0.5016,False,,distance over threshold,14,0.768,0.4030,0.0770,still,
1788626103.174,140.886,LIVE,trajectory,segment_rejected,,,,,,,,,,too_short(2f<4f),2,0.477,0.1435,0.1192,hand_lost,
1788751499.078,75.619,LIVE,trajectory,rejected,swipe_right,0.6854,0.5093,calibrated(2 samples),,inf,0.0000,False,,distance over threshold,20,1.876,1.7526,0.2937,hand_lost,
1788751500.595,77.136,LIVE,trajectory,rejected,swipe_right,0.9275,0.5093,calibrated(2 samples),,inf,0.0000,False,,distance over threshold,13,1.262,1.9499,0.3511,hand_lost,
1788751501.879,78.420,LIVE,trajectory,accepted,swipe_right,0.4844,0.5093,calibrated(2 samples),,inf,0.0000,True,right,"DRY RUN, would press right",11,1.134,1.2772,0.2852,hand_lost,
1788751507.809,84.350,LIVE,trajectory,accepted,swipe_right,0.1321,0.5093,calibrated(2 samples),,inf,0.0000,True,right,"DRY RUN, would press right",27,2.261,2.1018,0.3137,still,
1788751509.228,85.769,LIVE,trajectory,rejected,swipe_right,1.0893,0.5093,calibrated(2 samples),,inf,0.0000,False,,distance over threshold,15,1.358,1.9482,0.4198,still,
1788751511.178,87.719,LIVE,trajectory,accepted,swipe_right,0.5025,0.5093,calibrated(2 samples),,inf,0.0000,True,right,"DRY RUN, would press right",6,0.801,0.2597,0.1225,hand_lost,
1788751512.451,88.992,LIVE,trajectory,accepted,swipe_right,0.4501,0.5093,calibrated(2 samples),,inf,0.0000,True,right,"DRY RUN, would press right",12,1.205,2.0309,0.4171,hand_lost,
1788751522.364,98.905,LIVE,trajectory,rejected,swipe_right,0.8238,0.5093,calibrated(2 samples),,inf,0.0000,False,,distance over threshold,8,1.119,0.8927,0.3367,hand_lost,
1788751525.164,101.705,LIVE,trajectory,rejected,swipe_right,0.6909,0.5093,calibrated(2 samples),,inf,0.0000,False,,distance over threshold,29,2.595,3.3910,0.3451,hand_lost,
1788751602.111,178.653,LIVE,trajectory,accepted,swipe_right,0.3033,0.5093,calibrated(2 samples),swipe_left,0.4644,0.6531,True,right,"DRY RUN, would press right",35,2.402,0.4281,0.1826,still,
1788751608.448,184.990,LIVE,trajectory,rejected,swipe_right,0.5284,0.5093,calibrated(2 samples),swipe_left,0.5941,0.8895,False,,distance over threshold,80,6.078,2.6521,0.2809,still,
1788751611.552,188.094,LIVE,trajectory,accepted,swipe_right,0.4259,0.5093,calibrated(2 samples),swipe_left,0.6018,0.7076,True,right,"DRY RUN, would press right",6,0.816,0.3413,0.1362,hand_lost,
1788751613.002,189.543,LIVE,trajectory,rejected,swipe_right,0.3380,0.5093,calibrated(2 samples),swipe_left,0.3967,0.8521,False,,ambiguous vs swipe_left (ratio 0.85 > 0.80),10,1.298,3.0843,0.5615,hand_lost,
1788751618.222,194.763,LIVE,trajectory,accepted,swipe_right,0.4530,0.5093,calibrated(2 samples),swipe_left,0.5776,0.7843,True,right,"DRY RUN, would press right",37,2.995,1.2768,0.1790,still,
1788751621.500,198.041,LIVE,trajectory,rejected,swipe_right,0.7551,0.5093,calibrated(2 samples),swipe_left,0.8148,0.9268,False,,distance over threshold,30,2.609,1.1314,0.1520,hand_lost,
1788751660.011,236.553,LIVE,trajectory,rejected,swipe_right,0.4972,0.5093,calibrated(2 samples),swipe_left,0.5360,0.9277,False,,ambiguous vs swipe_left (ratio 0.93 > 0.80),44,2.417,1.4958,0.2126,still,
1788751662.594,239.136,LIVE,trajectory,rejected,swipe_right,0.5211,0.5093,calibrated(2 samples),swipe_left,0.5366,0.9711,False,,distance over threshold,27,1.461,0.3444,0.1697,still,
1788751665.001,241.542,LIVE,trajectory,rejected,swipe_right,1.1044,0.5093,calibrated(2 samples),swipe_left,1.1597,0.9524,False,,distance over threshold,30,1.626,0.3034,0.1542,still,
1788751667.130,243.672,LIVE,trajectory,rejected,swipe_right,0.5046,0.5093,calibrated(2 samples),swipe_left,0.5540,0.9109,False,,ambiguous vs swipe_left (ratio 0.91 > 0.80),28,1.515,0.3243,0.1548,still,
1788751668.207,244.748,LIVE,trajectory,rejected,swipe_right,0.4694,0.5093,calibrated(2 samples),swipe_left,0.5559,0.8443,False,,ambiguous vs swipe_left (ratio 0.84 > 0.80),5,0.617,3.0680,0.6495,hand_lost,
1788751669.890,246.431,LIVE,trajectory,rejected,swipe_left,0.7027,0.6000,calibrated(2 samples),swipe_right,0.8569,0.8200,False,,distance over threshold,9,0.842,0.3390,0.2314,hand_lost,
1788751673.707,250.248,LIVE,trajectory,accepted,swipe_right,0.0678,0.5093,calibrated(2 samples),swipe_left,0.2215,0.3062,True,right,"DRY RUN, would press right",38,2.079,0.6963,0.1830,still,
1788751676.061,252.603,LIVE,trajectory,rejected,swipe_right,1.1048,0.5093,calibrated(2 samples),swipe_left,1.1569,0.9549,False,,distance over threshold,30,1.630,0.2962,0.1548,still,
1788751678.574,255.115,LIVE,trajectory,rejected,swipe_right,0.5104,0.5093,calibrated(2 samples),swipe_left,0.5487,0.9302,False,,distance over threshold,28,1.809,0.2790,0.1529,still,
1788751680.898,257.439,LIVE,trajectory,rejected,swipe_right,1.1029,0.5093,calibrated(2 samples),swipe_left,1.1542,0.9555,False,,distance over threshold,28,1.795,0.2616,0.1397,still,
1788751690.430,266.971,LIVE,trajectory,rejected,swipe_right,0.6413,0.5093,calibrated(2 samples),swipe_left,0.6869,0.9335,False,,distance over threshold,26,2.002,2.0234,0.3330,still,
1788751694.494,271.035,LIVE,trajectory,rejected,swipe_right,0.5754,0.5093,calibrated(2 samples),swipe_left,0.6043,0.9522,False,,distance over threshold,29,1.857,1.4322,0.2435,still,
1788751696.300,272.841,LIVE,trajectory,rejected,swipe_right,0.9887,0.5093,calibrated(2 samples),swipe_left,0.9922,0.9964,False,,distance over threshold,16,1.005,0.1344,0.0524,still,
1788751697.048,273.589,LIVE,trajectory,accepted,swipe_right,0.4456,0.5093,calibrated(2 samples),swipe_left,0.5903,0.7548,True,right,"DRY RUN, would press right",4,0.667,0.3091,0.1594,hand_lost,
1788751698.581,275.122,LIVE,trajectory,rejected,swipe_left,0.3384,0.6000,calibrated(2 samples),swipe_right,0.3703,0.9140,False,,ambiguous vs swipe_right (ratio 0.91 > 0.80),16,1.473,1.8639,0.3130,hand_lost,
1788751699.500,276.042,LIVE,trajectory,rejected,swipe_right,1.1077,0.5093,calibrated(2 samples),swipe_left,1.1878,0.9325,False,,distance over threshold,13,0.862,2.7283,0.4154,still,
1788751702.304,278.846,LIVE,trajectory,rejected,swipe_right,0.5182,0.5093,calibrated(2 samples),swipe_left,0.5355,0.9678,False,,distance over threshold,24,1.538,0.4898,0.1901,still,
1788751703.566,280.107,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.28<0.55),4,0.671,0.1795,0.0744,hand_lost,
1788751706.312,282.853,LIVE,trajectory,rejected,swipe_right,1.1064,0.5093,calibrated(2 samples),swipe_left,1.1739,0.9425,False,,distance over threshold,10,1.074,0.4208,0.2270,hand_lost,
1788751710.093,286.634,LIVE,trajectory,rejected,swipe_right,0.7744,0.5093,calibrated(2 samples),swipe_left,0.8046,0.9625,False,,distance over threshold,29,2.130,0.9998,0.2200,still,
1788751712.765,289.306,LIVE,trajectory,accepted,swipe_right,0.1696,0.5093,calibrated(2 samples),swipe_left,0.3508,0.4835,True,right,"DRY RUN, would press right",12,0.738,0.3029,0.0798,still,
1788751714.767,291.308,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.36<0.55),4,0.672,0.2427,0.0927,hand_lost,
1788751715.629,292.170,LIVE,trajectory,rejected,swipe_left,0.5171,0.6000,calibrated(2 samples),swipe_right,0.5182,0.9980,False,,ambiguous vs swipe_right (ratio 1.00 > 0.80),12,0.736,1.0511,0.2086,still,
1788751719.505,296.046,LIVE,trajectory,accepted,swipe_right,0.2768,0.5093,calibrated(2 samples),swipe_left,0.4579,0.6045,True,right,"DRY RUN, would press right",23,1.873,3.3011,0.4346,still,
1788751721.444,297.986,LIVE,trajectory,accepted,swipe_right,0.2560,0.5093,calibrated(2 samples),swipe_left,0.3345,0.7654,True,right,"DRY RUN, would press right",18,1.539,1.3021,0.2603,still,
1788751723.036,299.577,LIVE,trajectory,rejected,swipe_right,1.1036,0.5093,calibrated(2 samples),swipe_left,1.1512,0.9587,False,,distance over threshold,17,1.465,2.4035,0.3232,still,
1788751725.035,301.576,LIVE,trajectory,rejected,swipe_right,0.5195,0.5093,calibrated(2 samples),swipe_left,0.5380,0.9657,False,,distance over threshold,15,1.341,2.2612,0.3508,still,
1788751739.694,316.235,LIVE,trajectory,rejected,swipe_right,0.9956,0.5093,calibrated(2 samples),swipe_left,1.0728,0.9281,False,,distance over threshold,24,1.920,1.9953,0.2620,still,
1788751742.702,319.243,LIVE,trajectory,rejected,swipe_right,0.5799,0.5093,calibrated(2 samples),swipe_left,0.6072,0.9550,False,,distance over threshold,22,1.792,2.8294,0.4286,still,
1788751745.185,321.726,LIVE,trajectory,rejected,swipe_right,0.5055,0.5093,calibrated(2 samples),swipe_left,0.5499,0.9193,False,,ambiguous vs swipe_left (ratio 0.92 > 0.80),23,1.876,2.3296,0.2928,still,
1788751748.718,325.259,LIVE,trajectory,segment_rejected,,,,,,,,,,too_short(3f<4f),3,0.594,1.8799,1.0182,hand_lost,
1788751885.158,84.491,LIVE,trajectory,rejected,swipe_left,0.7912,0.6000,calibrated(2 samples),swipe_right,0.8507,0.9300,False,,distance over threshold,13,1.268,0.8514,0.1972,hand_lost,
1788751886.882,86.216,LIVE,trajectory,rejected,swipe_right,0.3143,0.5093,calibrated(2 samples),swipe_left,0.3289,0.9557,False,,ambiguous vs swipe_left (ratio 0.96 > 0.80),13,1.664,2.9200,0.5488,hand_lost,
1788751891.488,90.821,LIVE,trajectory,rejected,swipe_right,1.0227,0.5093,calibrated(2 samples),swipe_left,1.0815,0.9456,False,,distance over threshold,7,0.882,1.2839,0.4047,hand_lost,
1788751892.415,91.749,LIVE,trajectory,rejected,swipe_right,0.5152,0.5093,calibrated(2 samples),swipe_left,0.5217,0.9875,False,,distance over threshold,13,0.800,1.5252,0.2626,still,
1788751893.223,92.556,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.27<0.55),4,0.673,0.1802,0.0734,hand_lost,
1788751894.610,93.944,LIVE,trajectory,rejected,swipe_left,0.5790,0.6000,calibrated(2 samples),swipe_right,0.6983,0.8291,False,,ambiguous vs swipe_right (ratio 0.83 > 0.80),12,0.715,0.1854,0.0646,still,
1788751896.315,95.648,LIVE,trajectory,rejected,swipe_right,1.0992,0.5093,calibrated(2 samples),swipe_left,1.1426,0.9620,False,,distance over threshold,12,1.551,2.3032,0.4505,hand_lost,
1788751908.001,107.334,LIVE,trajectory,rejected,swipe_right,0.5318,0.5093,calibrated(2 samples),swipe_left,0.6312,0.8425,False,,distance over threshold,11,1.154,0.2901,0.1219,hand_lost,
1788751908.902,108.235,LIVE,trajectory,rejected,swipe_right,0.5032,0.5093,calibrated(2 samples),swipe_left,0.5085,0.9896,False,,ambiguous vs swipe_left (ratio 0.99 > 0.80),12,0.758,0.9561,0.1876,still,
1788751910.261,109.594,LIVE,trajectory,accepted,swipe_right,0.4596,0.5093,calibrated(2 samples),swipe_left,0.6035,0.7616,True,right,pressed right,17,1.086,0.1262,0.0550,still,
1788751911.746,111.079,LIVE,trajectory,rejected,swipe_right,1.1053,0.5093,calibrated(2 samples),swipe_left,1.1540,0.9577,False,,distance over threshold,22,1.424,0.3337,0.1560,still,
1788751913.440,112.773,LIVE,trajectory,rejected,swipe_left,0.7001,0.6000,calibrated(2 samples),swipe_right,0.8319,0.8415,False,,distance over threshold,14,0.943,0.1643,0.0668,still,
1788751915.163,114.496,LIVE,trajectory,rejected,swipe_right,0.5187,0.5093,calibrated(2 samples),swipe_left,0.5202,0.9971,False,,distance over threshold,23,1.509,0.2950,0.1472,still,
1788751918.223,117.556,LIVE,trajectory,accepted,swipe_right,0.3829,0.5093,calibrated(2 samples),swipe_left,0.5171,0.7404,True,right,pressed right,37,2.734,1.0492,0.2344,still,
1788751919.688,119.021,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.31<0.55),4,0.654,0.2130,0.0796,hand_lost,
1788751921.767,121.100,LIVE,trajectory,rejected,swipe_right,0.9769,0.5093,calibrated(2 samples),swipe_left,1.0715,0.9117,False,,distance over threshold,14,1.344,1.0049,0.1696,hand_lost,
1788751925.423,124.756,LIVE,trajectory,rejected,swipe_right,0.3534,0.5093,calibrated(2 samples),swipe_left,0.3863,0.9148,False,,ambiguous vs swipe_left (ratio 0.91 > 0.80),16,1.470,0.3922,0.1933,hand_lost,
1788751927.165,126.499,LIVE,trajectory,rejected,swipe_right,0.9694,0.5093,calibrated(2 samples),swipe_left,1.0197,0.9507,False,,distance over threshold,20,1.385,0.6178,0.2203,still,
1788751929.567,128.900,LIVE,trajectory,rejected,swipe_right,0.3982,0.5093,calibrated(2 samples),swipe_left,0.4059,0.9812,False,,ambiguous vs swipe_left (ratio 0.98 > 0.80),32,2.337,1.7388,0.2801,still,
1788751931.284,130.617,LIVE,trajectory,rejected,swipe_left,0.4749,0.6000,calibrated(2 samples),swipe_right,0.4778,0.9939,False,,ambiguous vs swipe_right (ratio 0.99 > 0.80),17,1.663,0.7223,0.2362,hand_lost,
1788751940.913,140.246,LIVE,trajectory,rejected,swipe_left,0.8738,0.6000,calibrated(2 samples),swipe_right,0.8913,0.9804,False,,distance over threshold,9,0.531,0.3074,0.0676,still,
1788751945.857,145.190,LIVE,trajectory,rejected,swipe_right,1.1092,0.5093,calibrated(2 samples),swipe_left,1.1931,0.9297,False,,distance over threshold,15,0.937,0.6626,0.1876,still,
1788751946.709,146.042,LIVE,trajectory,rejected,swipe_right,0.4849,0.5093,calibrated(2 samples),swipe_left,0.5422,0.8942,False,,ambiguous vs swipe_left (ratio 0.89 > 0.80),13,0.792,0.0792,0.0549,still,
1788751948.442,147.775,LIVE,trajectory,rejected,swipe_right,0.5249,0.5093,calibrated(2 samples),swipe_left,0.5431,0.9666,False,,distance over threshold,26,1.662,0.1967,0.1129,still,
1788751949.789,149.122,LIVE,trajectory,rejected,swipe_right,1.0816,0.5093,calibrated(2 samples),swipe_left,1.1386,0.9499,False,,distance over threshold,17,1.282,1.4226,0.2667,still,
1788751951.718,151.051,LIVE,trajectory,rejected,swipe_left,0.4402,0.6000,calibrated(2 samples),swipe_right,0.4524,0.9731,False,,ambiguous vs swipe_right (ratio 0.97 > 0.80),21,1.847,0.2975,0.1732,hand_lost,
1788751958.969,158.302,LIVE,trajectory,rejected,swipe_right,0.4565,0.5093,calibrated(2 samples),swipe_left,0.4808,0.9495,False,,ambiguous vs swipe_left (ratio 0.95 > 0.80),46,3.469,0.7600,0.2079,hand_lost,
1788751969.282,168.615,LIVE,trajectory,rejected,swipe_right,1.0688,0.5093,calibrated(2 samples),swipe_left,1.1194,0.9548,False,,distance over threshold,12,0.878,0.5924,0.1179,still,
1788751971.681,171.015,LIVE,trajectory,rejected,swipe_right,0.3093,0.5093,calibrated(2 samples),swipe_left,0.3179,0.9728,False,,ambiguous vs swipe_left (ratio 0.97 > 0.80),36,2.337,0.3397,0.1642,still,
1788751972.882,172.215,LIVE,trajectory,segment_rejected,,,,,,,,,,path_too_small(0.43<0.55),4,0.675,0.2311,0.1102,hand_lost,
1788751974.743,174.076,LIVE,trajectory,accepted,swipe_left,0.5749,0.6000,calibrated(2 samples),swipe_right,0.7642,0.7523,True,left,pressed left,7,0.871,0.4355,0.2536,hand_lost,
1788751981.008,180.342,LIVE,trajectory,accepted,swipe_right,0.1384,0.5093,calibrated(2 samples),swipe_left,0.2421,0.5718,True,right,pressed right,15,1.406,0.2540,0.0884,hand_lost,
1788751988.295,187.628,LIVE,trajectory,segment_rejected,,,,,,,,,,too_short(3f<4f),3,0.588,0.9887,0.5050,hand_lost,
1788751998.490,197.823,LIVE,trajectory,rejected,swipe_right,0.6084,0.5093,calibrated(2 samples),swipe_left,0.6772,0.8985,False,,distance over threshold,17,1.532,0.6135,0.2465,hand_lost,
1788752005.473,204.807,LIVE,trajectory,rejected,swipe_right,0.4300,0.5093,calibrated(2 samples),swipe_left,0.5056,0.8506,False,,ambiguous vs swipe_left (ratio 0.85 > 0.80),90,6.067,0.9924,0.2105,still,
1788752008.004,207.337,LIVE,trajectory,rejected,swipe_right,0.4174,0.5093,calibrated(2 samples),swipe_left,0.5159,0.8090,False,,ambiguous vs swipe_left (ratio 0.81 > 0.80),28,2.069,1.4465,0.1627,still,
1788752010.484,209.817,LIVE,trajectory,accepted,swipe_right,0.3748,0.5093,calibrated(2 samples),swipe_left,0.5124,0.7315,True,right,pressed right,24,2.001,1.6859,0.3602,still,
